place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,coordinates,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query
ChIJ2y_DywuJsIkRHZ-aHiI_nBU,DoG Street Pub,"The DoG Street Pub is a family friendly gastropub with a passion for craft beer located in Merchant Square; the heart of Williamsburg, Virginia. DoG Street Pub's focus is simply presented, excellent food without the rubbish. With an understanding that a superb beer is the perfect complement to a perfect meal, we scour the globe to craft a beer menu to please all tastes, from the casual fan to seasoned enthusiast whose favorite is ""something new."" Our goal to provide the greatest personal service, facilities and quality cuisine in a casual setting is driven by Chef Everett's dedication to an experience and atmosphere that will exceed our guests' expectations.",,2388,4.3,"Name: Second Street American Bistro
Link: https://www.google.com/maps/search/Second+Street+American+Bistro/@37.274720699999996,-76.6870557?authuser=0&hl=en&entry=ttu
Reviews: 3796 reviews

Name: King's Arms Tavern
Link: https://www.google.com/maps/search/King's+Arms+Tavern/@37.2712789,-76.6954215?authuser=0&hl=en&entry=ttu
Reviews: 1987 reviews

Name: Chowning's Garden Bar
Link: https://www.google.com/maps/search/Chowning's+Garden+Bar/@37.2714667,-76.6991949?authuser=0&hl=en&entry=ttu
Reviews: 1897 reviews

Name: Brickhouse Tavern Williamsburg
Link: https://www.google.com/maps/search/Brickhouse+Tavern+Williamsburg/@37.274038999999995,-76.71223189999999?authuser=0&hl=en&entry=ttu
Reviews: 1157 reviews

Name: The Hound's Tale
Link: https://www.google.com/maps/search/The+Hound's+Tale/@37.2726361,-76.7081525?authuser=0&hl=en&entry=ttu
Reviews: 608 reviews",http://www.dogstreetpub.com/,(757) 293-6478,"{""latitude"":37.2711628,""longitude"":-76.7059891}",DoG Street Pub (Owner),https://www.google.com/maps/contrib/104977622975308448984,https://lh3.googleusercontent.com/p/AF1QipPbt_P0NpjPx2BfcuJytrSIiLICwX88oOZ3Wc_t=s1024,Gastropub,"Gastropub, Pub",11:30 AM-8 PM,,"Tuesday, Wednesday","401 W Duke of Gloucester St, Williamsburg, VA 23185","shepherds pie, hot dog, reuben, corned beef, welsh rarebit, beer cheese, lamb burger, salmon burger, mead, 1930's",https://www.google.com/maps/place/DoG+Street+Pub/data=!4m7!3m6!1s0x89b0890bcbc32fdb:0x159c3f221e9a9f1d!8m2!3d37.2711628!4d-76.7059891!16s%2Fg%2F119tz9rm0!19sChIJ2y_DywuJsIkRHZ-aHiI_nBU?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJtz-CmAuJsIkR9hLqBTy0-cw,Retro's Good Eats,No-frills 1950s-style counter turning out American comfort eats such as burgers & frozen custard.,,894,4.1,"Name: Cook Out
Link: https://www.google.com/maps/search/Cook+Out/@37.2955998,-76.7261999?authuser=0&hl=en&entry=ttu
Reviews: 2928 reviews

Name: DoG Street Pub
Link: https://www.google.com/maps/search/DoG+Street+Pub/@37.2711628,-76.7059891?authuser=0&hl=en&entry=ttu
Reviews: 2386 reviews

Name: Rick's Cheese Steak Shop
Link: https://www.google.com/maps/search/Rick's+Cheese+Steak+Shop/@37.2734109,-76.7092104?authuser=0&hl=en&entry=ttu
Reviews: 2018 reviews

Name: Freddy's Frozen Custard & Steakburgers
Link: https://www.google.com/maps/search/Freddy's+Frozen+Custard+%26+Steakburgers/@37.2928984,-76.7240092?authuser=0&hl=en&entry=ttu
Reviews: 788 reviews

Name: Cook's Burger Bar
Link: https://www.google.com/maps/search/Cook's+Burger+Bar/@37.2808785,-76.7202145?authuser=0&hl=en&entry=ttu
Reviews: 617 reviews",https://www.retrogoodeats.com/,(757) 253-8816,"{""latitude"":37.272293,""longitude"":-76.707118}",Retro's Good Eats (Owner),https://www.google.com/maps/contrib/104371814645768534450,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqjjy6tzf_WNi0ZGefKSMbllHsR6k3mUi7KkS4hPp_uz97NDmNomGbW71LfKaZ8FGs2uIVeUiogNf1wiXjhZH9FcrM9jI-XezFt7Ko1NzYoCCxpac05xgu5vDQkCWHZYHgKd5boqlWQNXY=s1024,Fast food restaurant,"Fast food restaurant, American restaurant, Hamburger restaurant, Hot dog restaurant, Ice cream shop",11 AM-7 PM,,Sunday,"435 Prince George St, Williamsburg, VA 23185","hot dogs, lamb burger, crab cakes, limeade, lemonade, diner, custard, the patty melt, meatloaf, fried pickles",https://www.google.com/maps/place/Retro%27s+Good+Eats/data=!4m7!3m6!1s0x89b0890b98823fb7:0xccf9b43c05ea12f6!8m2!3d37.272293!4d-76.707118!16s%2Fg%2F1tfkx5kh!19sChIJtz-CmAuJsIkR9hLqBTy0-cw?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJi2r4bACJsIkRio1M05COzT4,Hohl Coffee,"This is our second location based in colonial Williamsburg, Virginia. We offer a relaxed professional environment that you can come and have a meal, coffee, wine, or a beer as we are a full service restaurant. We offer order and pay at the counter, but do all other aspects of service to make it easier for you, we offer freshly baked pastries and cakes, made here in House, as well as a specialty coffee roaster and carefully crafted espresso based beverages, as well as our own in-house ice teas, sodas, and cold pressed juices. The atmosphere is lively and vibrant with a continuous section of upbeat music. Hope to see you soon!",,108,4.8,"Name: Aromas Coffeehouse Bakery & Cafe
Link: https://www.google.com/maps/search/Aromas+Coffeehouse+Bakery+%26+Cafe/@37.2722639,-76.7069972?authuser=0&hl=en&entry=ttu
Reviews: 1424 reviews

Name: Culture Cafe
Link: https://www.google.com/maps/search/Culture+Cafe/@37.2740024,-76.71216729999999?authuser=0&hl=en&entry=ttu
Reviews: 605 reviews

Name: The Coffeehouse
Link: https://www.google.com/maps/search/The+Coffeehouse/@37.2575648,-76.73896959999999?authuser=0&hl=en&entry=ttu
Reviews: 265 reviews

Name: Eleva Coffee Lounge Williamsburg
Link: https://www.google.com/maps/search/Eleva+Coffee+Lounge+Williamsburg/@37.270558799999996,-76.70728849999999?authuser=0&hl=en&entry=ttu
Reviews: 110 reviews

Name: LOKAL Bread
Link: https://www.google.com/maps/search/LOKAL+Bread/@37.264969799999996,-76.7084838?authuser=0&hl=en&entry=ttu
Reviews: 15 reviews",https://www.hohlco.com/,(757) 206-1919,"{""latitude"":37.272737299999996,""longitude"":-76.70735789999999}",Hohl Coffee (Owner),https://www.google.com/maps/contrib/100106004645896649100,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noNFtkKGFUfqweIX9iOdEvBbGZNA54OjXl6i0yN76pwYda7RGbCpOLOLsYKPMwFtCe3lbjsuqdwiOQ-mwWUmmqUrI6Mawn-KCryieDqJm1eFv33fyc_8u5SalQmsJ-2hWo_C1EM=s1024,Restaurant,"Restaurant, Bakery, Coffee shop",7 AM-4 PM,,Sunday,"219 N Boundary St, Williamsburg, VA 23185","pastries, latte, atmosphere, roasted, lamb sandwich, syrups, espresso, a london fog, barista, monkey bread",https://www.google.com/maps/place/Hohl+Coffee/data=!4m7!3m6!1s0x89b089006cf86a8b:0x3ecd8e90d34c8d8a!8m2!3d37.2727373!4d-76.7073579!16s%2Fg%2F11lw2sxrjf!19sChIJi2r4bACJsIkRio1M05COzT4?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJKzbn2qeJsIkRTx7NTO7KGd4,Gold Course Clubhouse Grill,"The Golden Horseshoe Clubhouse features the Golden Smoke Menu showcasing Virginia local oak smoked BBQ including brisket, pork, chicken, and weekly specials. Also available are delicious appetizers, vegetarian options, burgers, salads and seasonal cobbler. A gathering placing for golfers and guests alike, the Gold Course Clubhouse Grill offers a casual dining experience just minutes from more at Colonial Williamsburg Resorts.",,112,4.6,"Name: The Huntsman's Grill
Link: https://www.google.com/maps/search/The+Huntsman's+Grill/@37.3504449,-76.7306438?authuser=0&hl=en&entry=ttu
Reviews: 830 reviews

Name: Golden Horseshoe Golf Club
Link: https://www.google.com/maps/search/Golden+Horseshoe+Golf+Club/@37.267643,-76.6991814?authuser=0&hl=en&entry=ttu
Reviews: 211 reviews

Name: 1607 Grill at Williamsburg National
Link: https://www.google.com/maps/search/1607+Grill+at+Williamsburg+National/@37.2650548,-76.8035165?authuser=0&hl=en&entry=ttu
Reviews: 44 reviews

Name: Golden Horseshoe
Link: https://www.google.com/maps/search/Golden+Horseshoe/@37.2712888,-76.6947548?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews",https://www.colonialwilliamsburg.org/stay-play/dining/restaurants/gold-course-clubhouse-grill/,(855) 318-5868,"{""latitude"":37.267643,""longitude"":-76.6991814}",Gold Course Clubhouse Grill (Owner),https://www.google.com/maps/contrib/103622346679285111484,https://lh3.googleusercontent.com/p/AF1QipOTBpRuwV4KZZU9pl-5L0QlA1vgAPo1I1dCC3tc=s1024,Bar & grill,Bar & grill,11 AM-4 PM,,Open All Days,"401 S England St, Williamsburg, VA 23185","lunch, golf course, BBQ, atmosphere, chef, prices, server, patio, greens, smoked meats",https://www.google.com/maps/place/Gold+Course+Clubhouse+Grill/data=!4m7!3m6!1s0x89b089a7dae7362b:0xde19caee4ccd1e4f!8m2!3d37.267643!4d-76.6991814!16s%2Fg%2F1trch935!19sChIJKzbn2qeJsIkRTx7NTO7KGd4?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJw3-Dh2uIsIkRNHfLLp4cml4,Maurizio's Italian Restaurant,"Owned and operated by Maurizio and his family. Maurizio came to the United States at the age of 15 from Palermo, Sicily where he started working in the Italian restaurant business. Opened his own in 1984 and has been making people the best Italian food you can find in the Hampton roads area ever since. You can find him at the restaurant daily so stop in and say Hi and enjoy once of our authentic dishes made from family recipes.",,1613,4.5,"Name: Sal's By Victor
Link: https://www.google.com/maps/search/Sal's+By+Victor/@37.280632,-76.72044369999999?authuser=0&hl=en&entry=ttu
Reviews: 3967 reviews

Name: Antonio's Ristorante Italiano
Link: https://www.google.com/maps/search/Antonio's+Ristorante+Italiano/@37.268581399999995,-76.67543479999999?authuser=0&hl=en&entry=ttu
Reviews: 1198 reviews

Name: Francesco's Ristorante Italiano
Link: https://www.google.com/maps/search/Francesco's+Ristorante+Italiano/@37.3430568,-76.75544169999999?authuser=0&hl=en&entry=ttu
Reviews: 1038 reviews

Name: Giuseppe's Italian Restaurant
Link: https://www.google.com/maps/search/Giuseppe's+Italian+Restaurant/@37.31592330000001,-76.7382082?authuser=0&hl=en&entry=ttu
Reviews: 882 reviews

Name: Tuscany Ristorante Williamsburg
Link: https://www.google.com/maps/search/Tuscany+Ristorante+Williamsburg/@37.3065038,-76.7507074?authuser=0&hl=en&entry=ttu
Reviews: 694 reviews",https://www.mauriziositalianwilliamsburg.com/,(757) 229-0337,"{""latitude"":37.244911099999996,""longitude"":-76.6582897}",Maurizio's Italian Restaurant (Owner),https://www.google.com/maps/contrib/104482127616081279501,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no0MUNHEVymgjS44gdXDVDHd1SiGUvvJn40uuX2x49g4FORn6ac7PLAkWPkDrTq4-HKPzCgCsR6RSE_LNGXIXmDmGpWTiQXmiV2y6OWzpjSGsmms8F-Y_CBy3kuv6g0zbaBtYpNxw=s1024,Italian restaurant,Italian restaurant,11 AM-9:30 PM,,Open All Days,"264 McLaws Cir E, Williamsburg, VA 23185","garlic knots, busch gardens, chicken parm, alfredo, mozzarella sticks, sub, chicken marsala, lobster ravioli, papa, angel hair",https://www.google.com/maps/place/Maurizio%27s+Italian+Restaurant/data=!4m7!3m6!1s0x89b0886b87837fc3:0x5e9a1c9e2ecb7734!8m2!3d37.2449111!4d-76.6582897!16s%2Fg%2F1hc5ptd8_!19sChIJw3-Dh2uIsIkRNHfLLp4cml4?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJuy2t3o2JsIkRLBWM_5cTg9M,Mellow Mushroom Williamsburg,"Creatively inspired stone-baked pizzas, wings, fresh salads, burgers, craft beers and cocktails. Mellow out in-store, at home when you order online, or let us cater your next event. Welcome to a Higher Order of Pizza(tm).",,2654,4.5,"Name: Olde Towne Pizza & Pasta
Link: https://www.google.com/maps/search/Olde+Towne+Pizza+%26+Pasta/@37.3152299,-76.73639229999999?authuser=0&hl=en&entry=ttu
Reviews: 1906 reviews

Name: Blaze Pizza
Link: https://www.google.com/maps/search/Blaze+Pizza/@37.2768868,-76.7396543?authuser=0&hl=en&entry=ttu
Reviews: 1534 reviews

Name: Anna's Brick Oven Pizza-Pasta
Link: https://www.google.com/maps/search/Anna's+Brick+Oven+Pizza-Pasta/@37.2996826,-76.7268284?authuser=0&hl=en&entry=ttu
Reviews: 1465 reviews

Name: Chanello's Pizza
Link: https://www.google.com/maps/search/Chanello's+Pizza/@37.2866213,-76.7219504?authuser=0&hl=en&entry=ttu
Reviews: 674 reviews

Name: Highway Pizza
Link: https://www.google.com/maps/search/Highway+Pizza/@37.3085799,-76.7313767?authuser=0&hl=en&entry=ttu
Reviews: 358 reviews",https://www.mellowmushroom.com/locations/va/williamsburg/110-s-henry-street?utm_source=gmb&utm_medium=organic&utm_campaign=Williamsburg-VA&utm_content=231,(757) 903-4762,"{""latitude"":37.2701024,""longitude"":-76.70606939999999}",Mellow Mushroom Williamsburg (Owner),https://www.google.com/maps/contrib/116310073696968265712,https://lh3.googleusercontent.com/p/AF1QipPjQBdIEyL67eg2gOXeHYVa3p4vn3wQ3Z60A7Iy=s1024,Pizza restaurant,"Pizza restaurant, Caterer, Gluten-free restaurant, Restaurant, Sandwich shop, Vegan restaurant",11 AM-10 PM,,Open All Days,"110 S Henry St, Williamsburg, VA 23185","pretzel, patio, bartender, mushroom soup, appetizer, beer cheese, shiitake mushroom pizza, tater tots, spinach dip, kosmic karma",https://www.google.com/maps/place/Mellow+Mushroom+Williamsburg/data=!4m7!3m6!1s0x89b0898ddead2dbb:0xd3831397ff8c152c!8m2!3d37.2701024!4d-76.7060694!16s%2Fg%2F11hdlwmqny!19sChIJuy2t3o2JsIkRLBWM_5cTg9M?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJdcbEtAuJsIkRD3-mNm1q0yI,Fat Canary,"Refined, green-walled bistro serving upscale American fare & wines, with a cheese shop & patio.",,689,4.7,"Name: Fat Tuna Grill & Oyster House
Link: https://www.google.com/maps/search/Fat+Tuna+Grill+%26+Oyster+House/@37.2887541,-76.721779?authuser=0&hl=en&entry=ttu
Reviews: 5390 reviews

Name: Second Street American Bistro
Link: https://www.google.com/maps/search/Second+Street+American+Bistro/@37.274720699999996,-76.6870557?authuser=0&hl=en&entry=ttu
Reviews: 3796 reviews

Name: Waypoint Seafood & Grill
Link: https://www.google.com/maps/search/Waypoint+Seafood+%26+Grill/@37.248787199999995,-76.68630929999999?authuser=0&hl=en&entry=ttu
Reviews: 792 reviews

Name: Cochon on 2nd
Link: https://www.google.com/maps/search/Cochon+on+2nd/@37.273104,-76.684489?authuser=0&hl=en&entry=ttu
Reviews: 573 reviews",https://fatcanarywilliamsburg.com/,(757) 229-3333,"{""latitude"":37.2706514,""longitude"":-76.7061117}",Fat Canary (Owner),,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noYOJLs9kX09i_0cHoOm6teNWxVkAWYEjYMfIPD_sRd1uwDxm7eI_3JlZgq471Zg86Z-ljstq79sPRtNv4UcXPcAafkMa1ipMCz4ZTF8SCLAhSAYftcCdltrqlsj684RHjN9nGh=s1024,New American restaurant,"New American restaurant, American restaurant, Bar, Restaurant",5-9 PM,,"Monday, Tuesday","410 W Duke of Gloucester St, Williamsburg, VA 23185","rabbit, beef tenderloin, mozzarella, foie gras, fine dining, halibut, grouper, basement, country ham, triangle",https://www.google.com/maps/place/Fat+Canary/data=!4m7!3m6!1s0x89b0890bb4c4c675:0x22d36a6d36a67f0f!8m2!3d37.2706514!4d-76.7061117!16s%2Fg%2F1tykw843!19sChIJdcbEtAuJsIkRD3-mNm1q0yI?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJ3VfSQV2JsIkRqIxLAmVpHUU,Aberdeen Barn Steakhouse,"Classic steak & seafood eatery with an open hearth grill, a raw bar & cocktails in clubby environs.",,2758,4.5,"Name: Amber Ox Public House
Link: https://www.google.com/maps/search/Amber+Ox+Public+House/@37.272807,-76.708522?authuser=0&hl=en&entry=ttu
Reviews: 3312 reviews

Name: Opus 9 Steakhouse
Link: https://www.google.com/maps/search/Opus+9+Steakhouse/@37.276916799999995,-76.7388951?authuser=0&hl=en&entry=ttu
Reviews: 1650 reviews

Name: Fireside Chophouse Bar & Grill
Link: https://www.google.com/maps/search/Fireside+Chophouse+Bar+%26+Grill/@37.298521099999995,-76.7267504?authuser=0&hl=en&entry=ttu
Reviews: 978 reviews

Name: Waypoint Seafood & Grill
Link: https://www.google.com/maps/search/Waypoint+Seafood+%26+Grill/@37.248787199999995,-76.68630929999999?authuser=0&hl=en&entry=ttu
Reviews: 792 reviews

Name: The Jefferson Restaurant
Link: https://www.google.com/maps/search/The+Jefferson+Restaurant/@37.289954,-76.72226599999999?authuser=0&hl=en&entry=ttu
Reviews: 733 reviews",http://aberdeen-barn.com/,(757) 229-6661,"{""latitude"":37.2923543,""longitude"":-76.72352409999999}",Aberdeen Barn Steakhouse (Owner),https://www.google.com/maps/contrib/106304908294763274976,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nowJdkPw4nFGj7ZezeEYsK6VhLyAerB5Q8g8Sx1GZMdqB5RVFhnkkQAJ7FQuD0d31AY2cw4p6rXyyN9hRNQSeK4rRnGbY4I-h2MjsFUQDIfZJO-cPLgI-tuNkWY8rf3itRDPfj6c-oMEYfC=s1024,Steak house,"Steak house, American restaurant, Restaurant, Seafood restaurant",4:30-8:30 PM,,Open All Days,"1601 Richmond Rd, Williamsburg, VA 23185","cheese and crackers, delmonico, mahi mahi, bisque, crab dip, harris, cheese spread, shrimp and scallops, bacon wrapped scallops, crock",https://www.google.com/maps/place/Aberdeen+Barn+Steakhouse/data=!4m7!3m6!1s0x89b0895d41d257dd:0x451d6965024b8ca8!8m2!3d37.2923543!4d-76.7235241!16s%2Fg%2F1tv3pkgb!19sChIJ3VfSQV2JsIkRqIxLAmVpHUU?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJm8ZW8luJsIkRxz5oGnHV1tQ,La Terraza Mexican Grill,"Fresh, authentic Mexican cuisine and refreshing margaritas--now open for lunch and dinner daily in the heart of Williamsburg!",,2094,4.4,"Name: Plaza Azteca Mexican Restaurant
Link: https://www.google.com/maps/search/Plaza+Azteca+Mexican+Restaurant/@37.2885227,-76.7234764?authuser=0&hl=en&entry=ttu
Reviews: 1814 reviews

Name: La Tolteca Mexican Restaurant
Link: https://www.google.com/maps/search/La+Tolteca+Mexican+Restaurant/@37.3095712,-76.7315328?authuser=0&hl=en&entry=ttu
Reviews: 1099 reviews

Name: MARIA BONITA CANTINA
Link: https://www.google.com/maps/search/MARIA+BONITA+CANTINA/@37.3161687,-76.73468919999999?authuser=0&hl=en&entry=ttu
Reviews: 417 reviews

Name: 7 Mares Mexican Grill
Link: https://www.google.com/maps/search/7+Mares+Mexican+Grill/@37.2849358,-76.7204115?authuser=0&hl=en&entry=ttu
Reviews: 406 reviews

Name: La Terraza Mexican Grill
Link: https://www.google.com/maps/search/La+Terraza+Mexican+Grill/@37.244693399999996,-76.65807029999999?authuser=0&hl=en&entry=ttu
Reviews: 282 reviews",https://www.laterrazamex.com/,(757) 707-3333,"{""latitude"":37.297495999999995,""longitude"":-76.7276092}",La Terraza Mexican Grill (Owner),https://www.google.com/maps/contrib/103388440248559331474,https://lh3.googleusercontent.com/p/AF1QipMQdXsrEzfnwTDFBjGLOG1GZbZkNbv8SfYHL2YI=s1024,Mexican restaurant,"Mexican restaurant, Bar & grill, Family restaurant, Restaurant, Southwestern restaurant (US), Tex-Mex restaurant",11 AM-10 PM,,Open All Days,"1840 Richmond Rd, Williamsburg, VA 23185","margaritas, dip, chimichanga, vacation, patio, chicken fajitas, leftovers, discount, spinach, white sauce",https://www.google.com/maps/place/La+Terraza+Mexican+Grill/data=!4m7!3m6!1s0x89b0895bf256c69b:0xd4d6d5711a683ec7!8m2!3d37.297496!4d-76.7276092!16s%2Fg%2F11b6lfss9n!19sChIJm8ZW8luJsIkRxz5oGnHV1tQ?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJ2fU0wtCLsIkRoJbGuN6a3do,Paul's Deli & Neighborhood Restaurant,"Family-friendly American bar & grill with a sizable menu, daily happy hour & outdoor fireplaces.",,1413,4.1,"Name: Second Street American Bistro
Link: https://www.google.com/maps/search/Second+Street+American+Bistro/@37.274720699999996,-76.6870557?authuser=0&hl=en&entry=ttu
Reviews: 3796 reviews

Name: New York Deli & Pizza Restaurant
Link: https://www.google.com/maps/search/New+York+Deli+%26+Pizza+Restaurant/@37.3436667,-76.7561092?authuser=0&hl=en&entry=ttu
Reviews: 2457 reviews

Name: Paul's Deli Restaurant
Link: https://www.google.com/maps/search/Paul's+Deli+Restaurant/@37.274042,-76.712447?authuser=0&hl=en&entry=ttu
Reviews: 947 reviews

Name: College Delly
Link: https://www.google.com/maps/search/College+Delly/@37.2736912,-76.71233339999999?authuser=0&hl=en&entry=ttu
Reviews: 425 reviews

Name: Bazaaros Deli
Link: https://www.google.com/maps/search/Bazaaros+Deli/@37.321386,-76.7398494?authuser=0&hl=en&entry=ttu
Reviews: 190 reviews",http://paulsdelineighborhoodrestaurant.com/,(757) 565-2380,"{""latitude"":37.2808475,""longitude"":-76.74066169999999}",Paul's Deli & Neighborhood Restaurant (Owner),https://www.google.com/maps/contrib/113266564229767875087,https://lh3.googleusercontent.com/p/AF1QipPAP0jsKMzzhETAmD0YPlY8k6Ve7abZE4_FK6Vq=s1024,Italian restaurant,"Italian restaurant, American restaurant, Bar, Bar & grill, Family restaurant, Greek restaurant, Restaurant",10 AM-12 AM,,Open All Days,"4345 New Town Ave STE 100, Williamsburg, VA 23188","stromboli, patio, gyro, flies, french dip, crab cakes, college, greek, cheese fries, coleslaw",https://www.google.com/maps/place/Paul%27s+Deli+%26+Neighborhood+Restaurant/data=!4m7!3m6!1s0x89b08bd0c234f5d9:0xdadd9adeb8c696a0!8m2!3d37.2808475!4d-76.7406617!16s%2Fg%2F11b6p5h6rc!19sChIJ2fU0wtCLsIkRoJbGuN6a3do?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
